k,eps,Option1,Option2,D_0,Lambdamin,Lambdamax,Increasing,RBDeval,ETol,ps,Elapsed Time
5,0.075,1,2,0.7,1.14140625,1.1421875,1,0.002093387,0.001,0.1,30.2931735
5,0.1,1,2,0.7,1.13359375,1.134375,1,-0.001730122,0.001,0.1,30.3236607
5,0.15,1,2,0.7,1.11640625,1.1171875,1,0.001263038,0.001,0.1,32.241081
5,0.2,1,2,0.7,1.1,1.10078125,1,0.001765821,0.001,0.1,31.3227293
5,0.25,1,2,0.7,1.084375,1.08515625,1,0.000130496,0.001,0.1,30.987425
5,0.3,1,2,0.7,1.06875,1.06953125,1,0.000658851,0.001,0.1,28.9222038
5,0.35,1,2,0.7,1.05390625,1.0546875,1,-0.000844505,0.001,0.1,30.8950263
5,0.4,1,2,0.7,1.0390625,1.03984375,1,-0.001194552,0.001,0.1,32.1567019
5,0.45,1,2,0.7,1.02421875,1.025,1,0.00159283,0.001,0.1,31.2207552
5,0.5,1,2,0.7,1.01015625,1.0109375,1,0.001148787,0.001,0.1,32.1192815
5,0.55,1,2,0.7,0.99609375,0.996875,1,0.002697952,0.001,0.1,29.2074351
5,0.6,1,2,0.7,0.9828125,0.98359375,1,0.000581964,0.001,0.1,29.9259329
5,0.65,1,2,0.7,0.96953125,0.9703125,1,0.001955609,0.001,0.1,30.2972686
5,0.7,1,2,0.7,0.95703125,0.9578125,1,-0.000512192,0.001,0.1,30.9824736
5,0.75,1,2,0.7,0.94453125,0.9453125,1,-0.001166522,0.001,0.1,29.9759031
5,0.8,1,2,0.7,0.93203125,0.9328125,1,-9.00E-06,0.001,0.1,28.4563719
5,0.85,1,2,0.7,0.91953125,0.9203125,1,0.002959749,0.001,0.1,32.4836621
5,0.9,1,2,0.7,0.9078125,0.90859375,1,0.00141892,0.001,0.1,29.7190882
5,0.95,1,2,0.7,0.896875,0.89765625,1,-0.002466086,0.001,0.1,29.4632504
5,1,1,2,0.7,0.88515625,0.8859375,1,0.001815533,0.001,0.1,28.3685205
5.5,0.005,1,2,0.7,1.1671875,1.16796875,1,0.001862397,0.001,0.1,33.2089084
5.5,0.01,1,2,0.7,1.165625,1.16640625,1,0.000592284,0.001,0.1,34.4889906
5.5,0.03,1,2,0.7,1.15859375,1.159375,1,0.000689178,0.001,0.1,31.7663638
5.5,0.05,1,2,0.7,1.1515625,1.15234375,1,0.001114649,0.001,0.1,33.8314861
5.5,0.075,1,2,0.7,1.14296875,1.14375,1,0.00116719,0.001,0.1,32.1887932
5.5,0.1,1,2,0.7,1.134375,1.13515625,1,0.001640141,0.001,0.1,35.5028628
5.5,0.15,1,2,0.7,1.11796875,1.11875,1,-3.30E-05,0.001,0.1,31.9704071
5.5,0.2,1,2,0.7,1.1015625,1.10234375,1,0.000334245,0.001,0.1,33.452666
5.5,0.25,1,2,0.7,1.0859375,1.08671875,1,-0.001664027,0.001,0.1,31.5863304
5.5,0.3,1,2,0.7,1.0703125,1.07109375,1,-0.001269847,0.001,0.1,31.7074439
5.5,0.35,1,2,0.7,1.0546875,1.05546875,1,0.00151388,0.001,0.1,31.3005867
5.5,0.4,1,2,0.7,1.03984375,1.040625,1,0.002078153,0.001,0.1,32.5101951
5.5,0.45,1,2,0.7,1.02578125,1.0265625,1,-0.000810513,0.001,0.1,30.9437672
5.5,0.5,1,2,0.7,1.01171875,1.0125,1,-0.001493329,0.001,0.1,34.6221459
5.5,0.55,1,2,0.7,0.99765625,0.9984375,1,2.69E-05,0.001,0.1,31.8809529
5.5,0.6,1,2,0.7,0.984375,0.98515625,1,-0.002504701,0.001,0.1,29.8610004
5.5,0.65,1,2,0.7,0.97109375,0.971875,1,-0.001178536,0.001,0.1,30.4953053
5.5,0.7,1,2,0.7,0.9578125,0.95859375,1,0.000353557,0.001,0.1,30.7120675
5.5,0.75,1,2,0.7,0.9453125,0.94609375,1,-0.000585117,0.001,0.1,31.0225771
5.5,0.8,1,2,0.7,0.9328125,0.93359375,1,0.000479074,0.001,0.1,29.2886412
5.5,0.85,1,2,0.7,0.92109375,0.921875,1,-0.000839134,0.001,0.1,31.3692292
5.5,0.9,1,2,0.7,0.909375,0.91015625,1,-0.002734395,0.001,0.1,30.6673573
5.5,0.95,1,2,0.7,0.89765625,0.8984375,1,-0.000111684,0.001,0.1,29.8748699
5.5,1,1,2,0.7,0.8859375,0.88671875,1,0.001642494,0.001,0.1,30.1770237
6,0.005,1,2,0.7,1.16875,1.16953125,1,-0.001239509,0.001,0.1,33.4572795
6,0.01,1,2,0.7,1.1671875,1.16796875,1,-0.002647725,0.001,0.1,34.6609897
6,0.03,1,2,0.7,1.16015625,1.1609375,1,-0.002603869,0.001,0.1,33.5220404
6,0.05,1,2,0.7,1.153125,1.15390625,1,-0.002200075,0.001,0.1,33.3276744
6,0.075,1,2,0.7,1.14453125,1.1453125,1,-0.002221286,0.001,0.1,34.67101
6,0.1,1,2,0.7,1.1359375,1.13671875,1,-0.001782057,0.001,0.1,33.1676142
6,0.15,1,2,0.7,1.11875,1.11953125,1,0.001444655,0.001,0.1,35.717708
6,0.2,1,2,0.7,1.10234375,1.103125,1,0.002293518,0.001,0.1,34.5588972
6,0.25,1,2,0.7,1.08671875,1.0875,1,6.53E-05,0.001,0.1,33.3929579
6,0.3,1,2,0.7,1.07109375,1.071875,1,0.000458994,0.001,0.1,32.5736634
6,0.35,1,2,0.7,1.05625,1.05703125,1,-0.002734558,0.001,0.1,32.613573
6,0.4,1,2,0.7,1.04140625,1.0421875,1,-0.002282951,0.001,0.1,29.8515809
6,0.45,1,2,0.7,1.0265625,1.02734375,1,-0.000598159,0.001,0.1,31.7963243
6,0.5,1,2,0.7,1.0125,1.01328125,1,-0.001544958,0.001,0.1,31.0435536
6,0.55,1,2,0.7,0.9984375,0.99921875,1,-7.82E-05,0.001,0.1,29.8908801
6,0.6,1,2,0.7,0.98515625,0.9859375,1,-0.001129837,0.001,0.1,36.4484848
6,0.65,1,2,0.7,0.971875,0.97265625,1,-0.001795727,0.001,0.1,28.1938753
6,0.7,1,2,0.7,0.95859375,0.959375,1,0.001921893,0.001,0.1,29.2681304
6,0.75,1,2,0.7,0.94609375,0.946875,1,0.000853867,0.001,0.1,29.2637514
6,0.8,1,2,0.7,0.93359375,0.934375,1,0.001979854,0.001,0.1,33.3148064
6,0.85,1,2,0.7,0.921875,0.92265625,1,-0.002216105,0.001,0.1,30.6023088
6,0.9,1,2,0.7,0.91015625,0.9109375,1,-0.001618715,0.001,0.1,29.6101726
6,0.95,1,2,0.7,0.8984375,0.89921875,1,-0.001814263,0.001,0.1,27.5088461
6,1,1,2,0.7,0.88671875,0.8875,1,0.003096517,0.001,0.1,27.0552224
6.5,0.005,1,2,0.7,1.16953125,1.1703125,1,-0.000872309,0.001,0.1,34.2019247
6.5,0.01,1,2,0.7,1.16796875,1.16875,1,-0.002405294,0.001,0.1,30.9487018
6.5,0.03,1,2,0.7,1.1609375,1.16171875,1,-0.002465928,0.001,0.1,32.1549046
6.5,0.05,1,2,0.7,1.15390625,1.1546875,1,-0.001924095,0.001,0.1,32.4419455
6.5,0.075,1,2,0.7,1.1453125,1.14609375,1,-0.002214834,0.001,0.1,32.7856387
6.5,0.1,1,2,0.7,1.13671875,1.1375,1,-0.001477841,0.001,0.1,32.6602444
6.5,0.15,1,2,0.7,1.11953125,1.1203125,1,0.002022771,0.001,0.1,33.7352167
6.5,0.2,1,2,0.7,1.103125,1.10390625,1,0.002234021,0.001,0.1,32.1917414
6.5,0.25,1,2,0.7,1.0875,1.08828125,1,-0.000376237,0.001,0.1,30.2350973
6.5,0.3,1,2,0.7,1.071875,1.07265625,1,-0.000134998,0.001,0.1,31.1494383
6.5,0.35,1,2,0.7,1.05703125,1.0578125,1,-0.002572796,0.001,0.1,30.7339909
6.5,0.4,1,2,0.7,1.04140625,1.0421875,1,0.003395082,0.001,0.1,32.0767293
6.5,0.45,1,2,0.7,1.02734375,1.028125,1,-0.00027871,0.001,0.1,30.2058323
6.5,0.5,1,2,0.7,1.01328125,1.0140625,1,-0.001324085,0.001,0.1,31.7236593
6.5,0.55,1,2,0.7,0.99921875,1,1,0.000254709,0.001,0.1,28.6685648
6.5,0.6,1,2,0.7,0.9859375,0.98671875,1,-0.00299419,0.001,0.1,28.8166469
6.5,0.65,1,2,0.7,0.97265625,0.9734375,1,-0.001646925,0.001,0.1,30.3673383
6.5,0.7,1,2,0.7,0.959375,0.96015625,1,-5.62E-05,0.001,0.1,28.2928882
6.5,0.75,1,2,0.7,0.946875,0.94765625,1,-0.001407529,0.001,0.1,29.889394
6.5,0.8,1,2,0.7,0.934375,0.93515625,1,-0.000373984,0.001,0.1,29.5893779
6.5,0.85,1,2,0.7,0.92265625,0.9234375,1,-0.002176096,0.001,0.1,29.6180139
6.5,0.9,1,2,0.7,0.91015625,0.9109375,1,0.003647988,0.001,0.1,29.4725895
6.5,0.95,1,2,0.7,0.89921875,0.9,1,-0.00177684,0.001,0.1,29.632212
6.5,1,1,2,0.7,0.8875,0.88828125,1,7.67E-05,0.001,0.1,28.8610466
7,0.005,1,2,0.7,1.1703125,1.17109375,1,-0.001841465,0.001,0.1,34.1936122
7,0.01,1,2,0.7,1.16796875,1.16875,1,0.002791832,0.001,0.1,32.9292845
7,0.03,1,2,0.7,1.1609375,1.16171875,1,0.00271201,0.001,0.1,35.7512377
7,0.05,1,2,0.7,1.1546875,1.15546875,1,-0.003137951,0.001,0.1,33.7477956
7,0.075,1,2,0.7,1.1453125,1.14609375,1,0.002951337,0.001,0.1,32.189423
7,0.1,1,2,0.7,1.1375,1.13828125,1,-0.00283385,0.001,0.1,32.7264929
7,0.15,1,2,0.7,1.1203125,1.12109375,1,0.000770439,0.001,0.1,33.7467297
7,0.2,1,2,0.7,1.10390625,1.1046875,1,0.001575817,0.001,0.1,31.544029
7,0.25,1,2,0.7,1.08828125,1.0890625,1,-0.001238549,0.001,0.1,31.7534628
7,0.3,1,2,0.7,1.07265625,1.0734375,1,-0.000972143,0.001,0.1,32.2332243
7,0.35,1,2,0.7,1.05703125,1.0578125,1,0.002369809,0.001,0.1,30.6389753
7,0.4,1,2,0.7,1.0421875,1.04296875,1,0.001340842,0.001,0.1,32.6959513
7,0.45,1,2,0.7,1.028125,1.02890625,1,-0.002813613,0.001,0.1,32.9219776
7,0.5,1,2,0.7,1.01328125,1.0140625,1,0.003615306,0.001,0.1,30.8001207
7,0.55,1,2,0.7,1,1.00078125,1,-0.002608783,0.001,0.1,33.9424614
7,0.6,1,2,0.7,0.9859375,0.98671875,1,0.001742374,0.001,0.1,28.9435115
7,0.65,1,2,0.7,0.97265625,0.9734375,1,0.003164882,0.001,0.1,31.6610464
7,0.7,1,2,0.7,0.96015625,0.9609375,1,-0.000876913,0.001,0.1,29.9342471
7,0.75,1,2,0.7,0.94765625,0.9484375,1,-0.002338946,0.001,0.1,31.8119126
7,0.8,1,2,0.7,0.93515625,0.9359375,1,-0.001225115,0.001,0.1,30.5411876
7,0.85,1,2,0.7,0.92265625,0.9234375,1,0.002462201,0.001,0.1,30.8946768
7,0.9,1,2,0.7,0.9109375,0.91171875,1,-0.000260541,0.001,0.1,30.9707182
7,0.95,1,2,0.7,0.89921875,0.9,1,0.002830113,0.001,0.1,28.1644397
7,1,1,2,0.7,0.88828125,0.8890625,1,-0.000754313,0.001,0.1,28.1401833
7.5,0.005,1,2,0.7,1.1703125,1.17109375,1,0.002705573,0.001,0.1,35.108838
7.5,0.01,1,2,0.7,1.16875,1.16953125,1,0.000902492,0.001,0.1,34.8516969
7.5,0.03,1,2,0.7,1.16171875,1.1625,1,0.000868887,0.001,0.1,33.205794
7.5,0.05,1,2,0.7,1.1546875,1.15546875,1,0.001289894,0.001,0.1,33.5466073
7.5,0.075,1,2,0.7,1.14609375,1.146875,1,0.001150451,0.001,0.1,38.4414578
7.5,0.1,1,2,0.7,1.1375,1.13828125,1,0.00159237,0.001,0.1,39.3130364
7.5,0.15,1,2,0.7,1.12109375,1.121875,1,-0.001156661,0.001,0.1,34.9334601
7.5,0.2,1,2,0.7,1.1046875,1.10546875,1,-0.001082625,0.001,0.1,34.2244104
7.5,0.25,1,2,0.7,1.08828125,1.0890625,1,0.003233469,0.001,0.1,32.1327277
7.5,0.3,1,2,0.7,1.07265625,1.0734375,1,0.003495177,0.001,0.1,32.7171725
7.5,0.35,1,2,0.7,1.0578125,1.05859375,1,-0.000776763,0.001,0.1,31.3511538
7.5,0.4,1,2,0.7,1.04296875,1.04375,1,-0.000444815,0.001,0.1,32.6194013
7.5,0.45,1,2,0.7,1.028125,1.02890625,1,0.001442392,0.001,0.1,32.3862302
7.5,0.5,1,2,0.7,1.0140625,1.01484375,1,5.04E-06,0.001,0.1,32.87269
7.5,0.55,1,2,0.7,1,1.00078125,1,0.001614044,0.001,0.1,30.842412
7.5,0.6,1,2,0.7,0.98671875,0.9875,1,4.27E-05,0.001,0.1,29.6798465
7.5,0.65,1,2,0.7,0.9734375,0.97421875,1,-0.001043049,0.001,0.1,30.6010319
7.5,0.7,1,2,0.7,0.96015625,0.9609375,1,0.003403656,0.001,0.1,30.7835193
7.5,0.75,1,2,0.7,0.94765625,0.9484375,1,0.001809121,0.001,0.1,30.7302038
7.5,0.8,1,2,0.7,0.93515625,0.9359375,1,0.002982594,0.001,0.1,29.9774707
7.5,0.85,1,2,0.7,0.9234375,0.92421875,1,-0.002559599,0.001,0.1,30.5234947
7.5,0.9,1,2,0.7,0.91171875,0.9125,1,-0.00205309,0.001,0.1,30.8253527
7.5,0.95,1,2,0.7,0.9,0.90078125,1,-0.002548694,0.001,0.1,30.886983
7.5,1,1,2,0.7,0.88828125,0.8890625,1,0.003397098,0.001,0.1,31.9806188
8,0.005,1,2,0.7,1.17109375,1.171875,1,-0.000216425,0.001,0.1,32.1454317
8,0.01,1,2,0.7,1.16953125,1.1703125,1,-0.002141392,0.001,0.1,34.9800191
8,0.03,1,2,0.7,1.1625,1.16328125,1,-0.002292367,0.001,0.1,32.6857769
8,0.05,1,2,0.7,1.15546875,1.15625,1,-0.001694926,0.001,0.1,31.2642834
8,0.075,1,2,0.7,1.146875,1.14765625,1,-0.002152433,0.001,0.1,32.7905484
8,0.1,1,2,0.7,1.13828125,1.1390625,1,-0.001333255,0.001,0.1,30.0932202
8,0.15,1,2,0.7,1.12109375,1.121875,1,0.002821182,0.001,0.1,32.0576056
8,0.2,1,2,0.7,1.1046875,1.10546875,1,0.00288354,0.001,0.1,32.6450364
8,0.25,1,2,0.7,1.0890625,1.08984375,1,-0.000563013,0.001,0.1,30.3800922
8,0.3,1,2,0.7,1.0734375,1.07421875,1,-0.000468688,0.001,0.1,31.6493938
8,0.35,1,2,0.7,1.0578125,1.05859375,1,0.003159729,0.001,0.1,29.7015327
8,0.4,1,2,0.7,1.04296875,1.04375,1,0.00349779,0.001,0.1,30.7578573
8,0.45,1,2,0.7,1.02890625,1.0296875,1,-0.001277776,0.001,0.1,31.9483576
8,0.5,1,2,0.7,1.01484375,1.015625,1,-0.002790284,0.001,0.1,31.4495993
8,0.55,1,2,0.7,1.00078125,1.0015625,1,-0.001046018,0.001,0.1,30.2323345
8,0.6,1,2,0.7,0.98671875,0.9875,1,0.003950936,0.001,0.1,29.5372073
8,0.65,1,2,0.7,0.9734375,0.97421875,1,0.002772592,0.001,0.1,31.0373081
8,0.7,1,2,0.7,0.9609375,0.96171875,1,-0.002090592,0.001,0.1,28.7301245
8,0.75,1,2,0.7,0.9484375,0.94921875,1,-0.00399006,0.001,0.1,28.8666764
8,0.8,1,2,0.7,0.9359375,0.93671875,1,-0.002930833,0.001,0.1,29.8846175
8,0.85,1,2,0.7,0.9234375,0.92421875,1,0.00108384,0.001,0.1,30.3980498
8,0.9,1,2,0.7,0.91171875,0.9125,1,0.001609272,0.001,0.1,27.5513507
8,0.95,1,2,0.7,0.9,0.90078125,1,0.00106271,0.001,0.1,28.4430678
8,1,1,2,0.7,0.8890625,0.88984375,1,-0.003276406,0.001,0.1,27.5804055
8.5,0.005,1,2,0.7,1.17109375,1.171875,1,0.003398096,0.001,0.1,32.4653355
8.5,0.01,1,2,0.7,1.16953125,1.1703125,1,0.001346303,0.001,0.1,32.4202218
8.5,0.03,1,2,0.7,1.1625,1.16328125,1,0.001181313,0.001,0.1,31.0427756
8.5,0.05,1,2,0.7,1.15546875,1.15625,1,0.001813594,0.001,0.1,32.0232353
8.5,0.075,1,2,0.7,1.146875,1.14765625,1,0.001320894,0.001,0.1,32.0991626
8.5,0.1,1,2,0.7,1.13828125,1.1390625,1,0.002188208,0.001,0.1,32.4965488
8.5,0.15,1,2,0.7,1.121875,1.12265625,1,-0.001613667,0.001,0.1,32.1883986
8.5,0.2,1,2,0.7,1.10546875,1.10625,1,-0.000807148,0.001,0.1,31.8629357
8.5,0.25,1,2,0.7,1.0890625,1.08984375,1,0.002975333,0.001,0.1,30.2025392
8.5,0.3,1,2,0.7,1.0734375,1.07421875,1,0.003064355,0.001,0.1,30.9323695
8.5,0.35,1,2,0.7,1.05859375,1.059375,1,-0.000394326,0.001,0.1,32.4327123
8.5,0.4,1,2,0.7,1.04375,1.04453125,1,-0.001846218,0.001,0.1,31.5266399
8.5,0.45,1,2,0.7,1.02890625,1.0296875,1,0.002167682,0.001,0.1,31.301154
8.5,0.5,1,2,0.7,1.01484375,1.015625,1,0.000544971,0.001,0.1,28.3768113
8.5,0.55,1,2,0.7,1.00078125,1.0015625,1,0.002390924,0.001,0.1,29.7298597
8.5,0.6,1,2,0.7,0.9875,0.98828125,1,-0.002149091,0.001,0.1,28.4096771
8.5,0.65,1,2,0.7,0.97421875,0.975,1,-0.000612888,0.001,0.1,28.9905715
8.5,0.7,1,2,0.7,0.9609375,0.96171875,1,0.001242771,0.001,0.1,26.2546495
8.5,0.75,1,2,0.7,0.9484375,0.94921875,1,-0.000791927,0.001,0.1,29.2746037
8.5,0.8,1,2,0.7,0.9359375,0.93671875,1,0.000324323,0.001,0.1,29.4086262
8.5,0.85,1,2,0.7,0.92421875,0.925,1,-0.002307775,0.001,0.1,29.4703728
8.5,0.9,1,2,0.7,0.91171875,0.9125,1,0.005135829,0.001,0.1,28.072366
8.5,0.95,1,2,0.7,0.90078125,0.9015625,1,-0.00228481,0.001,0.1,27.7116784
8.5,1,1,2,0.7,0.8890625,0.88984375,1,-9.04E-05,0.001,0.1,27.683829
9,0.005,1,2,0.7,1.171875,1.17265625,1,-0.001349488,0.001,0.1,33.256059
9,0.01,1,2,0.7,1.1703125,1.17109375,1,-0.003546012,0.001,0.1,32.1728995
9,0.03,1,2,0.7,1.16328125,1.1640625,1,-0.003648243,0.001,0.1,33.5112509
9,0.05,1,2,0.7,1.15625,1.15703125,1,-0.003201233,0.001,0.1,32.0496383
9,0.075,1,2,0.7,1.14765625,1.1484375,1,-0.003448888,0.001,0.1,32.1198703
9,0.1,1,2,0.7,1.1390625,1.13984375,1,-0.002994298,0.001,0.1,33.5194968
9,0.15,1,2,0.7,1.121875,1.12265625,1,0.00149831,0.001,0.1,31.8389558
9,0.2,1,2,0.7,1.10546875,1.10625,1,0.002347334,0.001,0.1,31.2831317
9,0.25,1,2,0.7,1.08984375,1.090625,1,-0.001511935,0.001,0.1,31.0958533
9,0.3,1,2,0.7,1.07421875,1.075,1,-0.001370517,0.001,0.1,32.8925904
9,0.35,1,2,0.7,1.05859375,1.059375,1,0.002763418,0.001,0.1,34.1251082
9,0.4,1,2,0.7,1.04375,1.04453125,1,0.001214994,0.001,0.1,31.548323
9,0.45,1,2,0.7,1.0296875,1.03046875,1,-0.004396057,0.001,0.1,29.215761
9,0.5,1,2,0.7,1.01484375,1.015625,1,0.003736825,0.001,0.1,30.2684075
9,0.55,1,2,0.7,1.0015625,1.00234375,1,-0.004566125,0.001,0.1,33.1174947
9,0.6,1,2,0.7,0.9875,0.98828125,1,0.000862024,0.001,0.1,29.1140045
9,0.65,1,2,0.7,0.97421875,0.975,1,0.002484067,0.001,0.1,29.5526887
9,0.7,1,2,0.7,0.96171875,0.9625,1,-0.002989987,0.001,0.1,29.39548
9,0.75,1,2,0.7,0.9484375,0.94921875,1,0.00227767,0.001,0.1,32.4353876
9,0.8,1,2,0.7,0.9359375,0.93671875,1,0.003453836,0.001,0.1,29.8468871
9,0.85,1,2,0.7,0.92421875,0.925,1,0.000653021,0.001,0.1,30.3439641
9,0.9,1,2,0.7,0.9125,0.91328125,1,-0.00311405,0.001,0.1,31.4502452
9,0.95,1,2,0.7,0.90078125,0.9015625,1,0.000660997,0.001,0.1,29.7413022
9,1,1,2,0.7,0.8890625,0.88984375,1,0.002980869,0.001,0.1,28.1769883
9.5,0.005,1,2,0.7,1.171875,1.17265625,1,0.001465499,0.001,0.1,33.2745283
9.5,0.01,1,2,0.7,1.1703125,1.17109375,1,-0.00085837,0.001,0.1,31.7428235
9.5,0.03,1,2,0.7,1.16328125,1.1640625,1,-0.000967664,0.001,0.1,34.4094915
9.5,0.05,1,2,0.7,1.15625,1.15703125,1,-0.000496008,0.001,0.1,31.2149904
9.5,0.075,1,2,0.7,1.14765625,1.1484375,1,-0.000759558,0.001,0.1,32.0940252
9.5,0.1,1,2,0.7,1.1390625,1.13984375,1,-0.000280348,0.001,0.1,31.9960872
9.5,0.15,1,2,0.7,1.12265625,1.1234375,1,-0.003973383,0.001,0.1,31.9985242
9.5,0.2,1,2,0.7,1.10625,1.10703125,1,-0.004058822,0.001,0.1,30.9500418
9.5,0.25,1,2,0.7,1.08984375,1.090625,1,0.001276265,0.001,0.1,32.5106813
9.5,0.3,1,2,0.7,1.07421875,1.075,1,0.001421571,0.001,0.1,30.3265352
9.5,0.35,1,2,0.7,1.059375,1.06015625,1,-0.004233538,0.001,0.1,30.3401614
9.5,0.4,1,2,0.7,1.04453125,1.0453125,1,-0.004005668,0.001,0.1,28.1711197
9.5,0.45,1,2,0.7,1.0296875,1.03046875,1,-0.001792389,0.001,0.1,29.0420735
9.5,0.5,1,2,0.7,1.015625,1.01640625,1,-0.003832706,0.001,0.1,30.9262107
9.5,0.55,1,2,0.7,1.0015625,1.00234375,1,-0.00198216,0.001,0.1,29.9470888
9.5,0.6,1,2,0.7,0.9875,0.98828125,1,0.00375362,0.001,0.1,33.176037
9.5,0.65,1,2,0.7,0.97421875,0.975,1,0.005463849,0.001,0.1,29.9941285
9.5,0.7,1,2,0.7,0.96171875,0.9625,1,-0.000330831,0.001,0.1,29.3152024
9.5,0.75,1,2,0.7,0.94921875,0.95,1,-0.002584814,0.001,0.1,30.8234209
9.5,0.8,1,2,0.7,0.93671875,0.9375,1,-0.0013046,0.001,0.1,28.3553849
9.5,0.85,1,2,0.7,0.92421875,0.925,1,0.003505465,0.001,0.1,30.4352355
9.5,0.9,1,2,0.7,0.9125,0.91328125,1,-0.000483992,0.001,0.1,29.8927197
9.5,0.95,1,2,0.7,0.90078125,0.9015625,1,0.003502689,0.001,0.1,29.6494234
9.5,1,1,2,0.7,0.88984375,0.890625,1,-0.001671428,0.001,0.1,35.398836
10,0.005,1,2,0.7,1.171875,1.17265625,1,0.004152128,0.001,0.1,33.3939815
10,0.01,1,2,0.7,1.1703125,1.17109375,1,0.001701081,0.001,0.1,31.4998866
10,0.03,1,2,0.7,1.16328125,1.1640625,1,0.001585581,0.001,0.1,33.0811703
10,0.05,1,2,0.7,1.15625,1.15703125,1,0.002082747,0.001,0.1,32.2673797
10,0.075,1,2,0.7,1.14765625,1.1484375,1,0.001804355,0.001,0.1,33.3655728
10,0.1,1,2,0.7,1.1390625,1.13984375,1,0.002309254,0.001,0.1,32.9772025
10,0.15,1,2,0.7,1.12265625,1.1234375,1,-0.001586851,0.001,0.1,32.6696748
10,0.2,1,2,0.7,1.10625,1.10703125,1,-0.001678421,0.001,0.1,32.8762905
10,0.25,1,2,0.7,1.08984375,1.090625,1,0.003946332,0.001,0.1,31.5393258
10,0.3,1,2,0.7,1.07421875,1.075,1,0.004097535,0.001,0.1,32.0499925
10,0.35,1,2,0.7,1.059375,1.06015625,1,-0.001868498,0.001,0.1,32.9704258
10,0.4,1,2,0.7,1.04453125,1.0453125,1,-0.001630534,0.001,0.1,30.8607939
10,0.45,1,2,0.7,1.0296875,1.03046875,1,0.000700927,0.001,0.1,30.8350625
10,0.5,1,2,0.7,1.015625,1.01640625,1,-0.001453389,0.001,0.1,32.2912153
10,0.55,1,2,0.7,1.0015625,1.00234375,1,0.000495201,0.001,0.1,30.0190628
10,0.6,1,2,0.7,0.98828125,0.9890625,1,-0.001846149,0.001,0.1,30.0209047
10,0.65,1,2,0.7,0.975,0.97578125,1,-0.00353481,0.001,0.1,28.6858566
10,0.7,1,2,0.7,0.96171875,0.9625,1,0.002227169,0.001,0.1,30.2924657
10,0.75,1,2,0.7,0.94921875,0.95,1,-0.000152921,0.001,0.1,29.2443904
10,0.8,1,2,0.7,0.93671875,0.9375,1,0.001193605,0.001,0.1,30.4380015
10,0.85,1,2,0.7,0.92421875,0.925,1,0.006262042,0.001,0.1,28.9451505
10,0.9,1,2,0.7,0.9125,0.91328125,1,0.002051774,0.001,0.1,29.4094375
10,0.95,1,2,0.7,0.90078125,0.9015625,1,0.00625183,0.001,0.1,27.642852
10,1,1,2,0.7,0.88984375,0.890625,1,0.000792491,0.001,0.1,25.4388498
11,0.005,1,2,0.7,1.17265625,1.1734375,1,-0.000842805,0.001,0.1,41.8428868
11,0.01,1,2,0.7,1.17109375,1.171875,1,-0.003539728,0.001,0.1,33.826419
11,0.03,1,2,0.7,1.1640625,1.16484375,1,-0.003816144,0.001,0.1,30.3536567
11,0.05,1,2,0.7,1.15703125,1.1578125,1,-0.00305171,0.001,0.1,32.0264354
11,0.075,1,2,0.7,1.1484375,1.14921875,1,-0.003774278,0.001,0.1,33.1897497
11,0.1,1,2,0.7,1.13984375,1.140625,1,-0.002721354,0.001,0.1,32.2821909
11,0.15,1,2,0.7,1.12265625,1.1234375,1,0.002881762,0.001,0.1,34.3355208
11,0.2,1,2,0.7,1.10625,1.10703125,1,0.002782501,0.001,0.1,33.1489859
11,0.25,1,2,0.7,1.090625,1.09140625,1,-0.002205545,0.001,0.1,30.3568631
11,0.3,1,2,0.7,1.075,1.07578125,1,-0.002271021,0.001,0.1,30.1622116
11,0.35,1,2,0.7,1.059375,1.06015625,1,0.002575016,0.001,0.1,31.2494604
11,0.4,1,2,0.7,1.04453125,1.0453125,1,0.002837474,0.001,0.1,31.232427
11,0.45,1,2,0.7,1.03046875,1.03125,1,-0.004016574,0.001,0.1,31.8284874
11,0.5,1,2,0.7,1.015625,1.01640625,1,0.003031473,0.001,0.1,28.9284374
11,0.55,1,2,0.7,1.00234375,1.003125,1,-0.004129142,0.001,0.1,32.4891738
11,0.6,1,2,0.7,0.98828125,0.9890625,1,0.002595256,0.001,0.1,27.7691352
11,0.65,1,2,0.7,0.975,0.97578125,1,0.000730083,0.001,0.1,28.749105
11,0.7,1,2,0.7,0.9625,0.96328125,1,-0.006261172,0.001,0.1,30.2233099
11,0.75,1,2,0.7,0.94921875,0.95,1,0.004457187,0.001,0.1,30.8133417
11,0.8,1,2,0.7,0.93671875,0.9375,1,0.005940259,0.001,0.1,29.9008015
11,0.85,1,2,0.7,0.925,0.92578125,1,-0.002559397,0.001,0.1,28.7885358
11,0.9,1,2,0.7,0.91328125,0.9140625,1,-0.002072871,0.001,0.1,31.6840122
11,0.95,1,2,0.7,0.9015625,0.90234375,1,-0.003076858,0.001,0.1,29.1902967
11,1,1,2,0.7,0.88984375,0.890625,1,0.005485275,0.001,0.1,28.5740414
12,0.005,1,2,0.7,1.17265625,1.1734375,1,0.002928742,0.001,0.1,32.9020461
12,0.01,1,2,0.7,1.17109375,1.171875,1,-2.11E-05,0.001,0.1,34.4160228
